ⲁϥϫⲟⲟⲥ	ⲁ|ϥ|ϫⲟⲟ|ⲥ
ⲉⲩⲛⲁϩⲱ	ⲉ|ⲩ|ⲛⲁ|ϩⲱ
....ⲡⲉ	....|ⲡⲉ
ⲉⲛⲉⲧⲉⲟⲩⲛ....	ⲉ|ⲛ|ⲉ|ⲧⲉ|ⲟⲩⲛ|....
ⲉⲙⲟⲛⲅⲟⲩ	ⲉ|ⲙⲟⲛⲅⲟⲩ
ⲁⲕⲧⲟⲩ	ⲁ|ⲕⲧⲟⲩ
ⲟⲩⲉⲧ	ⲟⲩⲉⲧ
ⲛⲟⲣ	ⲛⲟⲣ
ⲱⲃ	ⲱⲃ
...........ⲛϫⲏ	...........ⲛϫⲏ
ⲙⲁⲣⲟⲩϫⲓ	ⲙⲁⲣ|ⲟⲩ|ϫⲓ
ⲛⲥⲉⲧⲙϭⲓⲛⲉ	ⲛ|ⲥⲉ|ⲧⲙ|ϭⲓⲛⲉ
ⲛⲧⲁⲩⲧⲣⲉⲛϩⲏⲕⲉ	ⲛⲧ|ⲁ|ⲩ|ⲧⲣⲉ|ⲛ|ϩⲏⲕⲉ
ⲧⲱⲃϩ	ⲧⲱⲃϩ
ⲙⲁⲣⲉⲡⲇⲁⲛⲓⲥⲧⲏⲥ	ⲙⲁⲣⲉ|ⲡ|ⲇⲁⲛⲓⲥⲧⲏⲥ
ⲣϩⲟⲩⲉⲙⲉϣⲧⲛⲉⲧⲛⲧⲁⲩ	ⲣϩⲟⲩⲉⲙⲉϣⲧ|ⲛ|ⲉⲧ|ⲛⲧⲁ|ⲩ
ⲛⲛⲉⲛⲧⲁⲕⲥϩⲟⲩⲱⲣⲟⲩ	ⲛ|ⲛⲉ|ⲛⲧ|ⲁ|ⲕ|ⲥϩⲟⲩⲱⲣ|ⲟⲩ
ⲧⲧⲁⲡⲣⲟ	ⲧ|ⲧⲁⲡⲣⲟ
ⲛⲛⲉⲛⲧⲁⲛⲛⲟϭⲛⲉϭ	ⲛ|ⲛⲉ|ⲛⲧ|ⲁ|ⲛ|ⲛⲟϭⲛⲉϭ
ⲛⲛⲉⲧⲛⲟϭⲛⲉϭ	ⲛ|ⲛ|ⲉⲧ|ⲛⲟϭⲛⲉϭ
ⲉⲣϣⲁ	ⲉ|ⲣϣⲁ
ⲛϭⲓⲡⲉⲧⲟⲩⲏϩ	ⲛϭⲓ|ⲡ|ⲉⲧ|ⲟⲩⲏϩ
ⲛⲥⲁϩⲙϩⲁⲗ	ⲛⲥⲁ|ϩⲙϩⲁⲗ
ϩⲓⲙⲛⲟⲩⲧ	ϩⲓ|ⲙⲛⲟⲩⲧ
ⲙⲁⲣⲟⲩϯⲡⲉⲩⲡⲓⲛⲁⲝ	ⲙⲁⲣ|ⲟⲩ|ϯ|ⲡⲉⲩ|ⲡⲓⲛⲁⲝ
ⲟⲩⲣⲙⲉⲓⲏ	ⲟⲩ|ⲣⲙⲉⲓⲏ
ⲙⲛⲛⲥⲁⲧⲣⲉⲡⲃⲁⲣⲃⲁⲣⲟⲥ	ⲙⲛⲛⲥⲁ|ⲧⲣⲉ|ⲡ|ⲃⲁⲣⲃⲁⲣⲟⲥ
ⲙⲛⲛⲥⲁϩⲉⲛϩⲟⲟⲩ	ⲙⲛⲛⲥⲁ|ϩⲉⲛ|ϩⲟⲟⲩ
ⲛϭⲓⲛⲁⲗⲗⲟⲫⲩⲗⲟⲥ	ⲛϭⲓ|ⲛ|ⲁⲗⲗⲟⲫⲩⲗⲟⲥ
ⲉⲧⲉⲣⲉⲧⲉⲥϩⲓⲙⲉ	ⲉⲧⲉⲣⲉ|ⲧⲉ|ⲥϩⲓⲙⲉ
ⲧⲣⲁⲓⲁⲛⲟⲥ	ⲧⲣⲁⲓⲁⲛⲟⲥ
ⲉⲧⲃⲉⲡⲡⲟⲗⲉⲙⲟⲥ	ⲉⲧⲃⲉ|ⲡ|ⲡⲟⲗⲉⲙⲟⲥ
ⲛⲛⲁⲗⲗⲟⲫⲩⲗⲟⲥ	ⲛ|ⲛ|ⲁⲗⲗⲟⲫⲩⲗⲟⲥ
ⲁϥⲣⲡⲙⲉⲉⲩⲉ	ⲁ|ϥ|ⲣ|ⲡ|ⲙⲉⲉⲩⲉ
ⲉⲧⲃⲉⲧⲉϥⲙⲛⲧϫⲱⲱⲣⲉ	ⲉⲧⲃⲉ|ⲧⲉϥ|ⲙⲛⲧϫⲱⲱⲣⲉ
ⲙⲛⲡⲉϥϫⲣⲟ	ⲙⲛ|ⲡⲉϥ|ϫⲣⲟ
ⲉⲛⲁⲗⲗⲟⲫⲩⲗⲟⲥ	ⲉ|ⲛ|ⲁⲗⲗⲟⲫⲩⲗⲟⲥ
ⲉⲁⲡⲙⲉⲉⲩⲉ	ⲉ|ⲁ|ⲡ|ⲙⲉⲉⲩⲉ
ⲃⲣⲃⲣ	ⲃⲣⲃⲣ
ⲁϥⲁⲡⲟⲣⲉⲓ	ⲁ|ϥ|ⲁⲡⲟⲣⲉⲓ
ⲉϫⲛⲧⲙⲉⲧⲁⲃⲟⲗⲏ	ⲉϫⲛ|ⲧ|ⲙⲉⲧⲁⲃⲟⲗⲏ
ⲁϥⲥⲕⲉⲡⲧⲉⲓ	ⲁ|ϥ|ⲥⲕⲉⲡⲧⲉⲓ
ⲙⲛⲛⲉϥⲙⲁⲧⲟⲓ	ⲙⲛ|ⲛⲉϥ|ⲙⲁⲧⲟⲓ
ⲉⲧϩⲛⲧⲉϥⲙⲛⲧⲣⲟ	ⲉⲧ|ϩⲛ|ⲧⲉϥ|ⲙⲛⲧⲣⲟ
ⲉⲧⲃⲉⲡⲗⲁⲕⲏⲧⲁⲥ	ⲉⲧⲃⲉ|ⲡⲗⲁⲕⲏⲧⲁⲥ
ⲁϥϣⲟϫⲛⲉ	ⲁ|ϥ|ϣⲟϫⲛⲉ
ⲛϭⲓⲡⲗⲁⲕⲏⲇⲁⲥ	ⲛϭⲓ|ⲡⲗⲁⲕⲏⲇⲁⲥ
ϫⲉⲡⲉⲧⲛⲁⲥⲩⲙⲁⲛⲉ	ϫⲉ|ⲡ|ⲉⲧ|ⲛⲁ|ⲥⲩⲙⲁⲛⲉ
ϫⲉⲁⲓϩⲉ	ϫⲉ|ⲁ|ⲓ|ϩⲉ
ⲙⲛϩⲉⲛⲁⲛⲛⲱⲛⲛⲁ	ⲙⲛ|ϩⲉⲛ|ⲁⲛⲛⲱⲛⲛⲁ
ⲛⲧⲁⲁⲁϥ	ⲛ|ⲧⲁ|ⲁⲁ|ϥ
ϩⲛⲛⲉϥⲙⲁⲧⲟⲓ	ϩⲛ|ⲛⲉϥ|ⲙⲁⲧⲟⲓ
ⲡⲉⲁⲛϯⲟⲭⲟⲥ	ⲡⲉ|ⲁⲛϯⲟⲭⲟⲥ
ⲁⲕⲁⲕⲓⲟⲥ	ⲁⲕⲁⲕⲓⲟⲥ
ⲉⲩϩⲩⲡⲉⲣⲉⲧⲉⲓ	ⲉ|ⲩ|ϩⲩⲡⲉⲣⲉⲧⲉⲓ
ⲉϥⲛⲙⲙⲁⲩ	ⲉ|ϥ|ⲛⲙⲙⲁⲩ
ⲁⲩⲙⲟⲩϣⲧⲥⲭⲉⲇⲱⲛ	ⲁ|ⲩ|ⲙⲟⲩϣⲧ|ⲥⲭⲉⲇⲱⲛ
ⲉⲧⲉⲣⲉⲉⲩⲥⲧⲁⲑⲓⲟⲥ	ⲉⲧⲉⲣⲉ|ⲉⲩⲥⲧⲁⲑⲓⲟⲥ
ⲁϥⲥⲟⲩⲱⲛⲟⲩ	ⲁ|ϥ|ⲥⲟⲩⲱⲛ|ⲟⲩ
ϩⲓⲧⲙⲡⲕⲓⲙ	ϩⲓⲧⲙ|ⲡ|ⲕⲓⲙ
ⲛⲧⲉⲩϭⲓⲛⲙⲟⲟϣⲉ	ⲛ|ⲧⲉⲩ|ϭⲓⲛⲙⲟⲟϣⲉ
ⲛⲧⲉϥⲁⲛⲁⲥⲧⲣⲟⲫⲏ	ⲛ|ⲧⲉϥ|ⲁⲛⲁⲥⲧⲣⲟⲫⲏ
ⲉⲧϩⲗⲡⲓⲍⲉ	ⲉⲧ|ϩⲗⲡⲓⲍⲉ
ⲉⲛⲉⲧⲙⲟⲟϣⲉ	ⲉ|ⲛ|ⲉⲧ|ⲙⲟⲟϣⲉ
ⲛϯϩⲗⲡⲓⲍⲉ	ⲛ|ϯ|ϩⲗⲡⲓⲍⲉ
ⲉⲧⲣⲉⲕϭⲱϣⲧ	ⲉ|ⲧⲣⲉ|ⲕ|ϭⲱϣⲧ
ⲙⲛⲧⲉⲕϩⲙϩⲁⲗ	ⲙⲛ|ⲧⲉⲕ|ϩⲙϩⲁⲗ
ϫⲉⲁⲩϣⲱⲡⲉ	ϫⲉ|ⲁ|ⲩ|ϣⲱⲡⲉ
ⲉⲧⲃⲉⲛⲁϩⲃⲏⲩⲉ	ⲉⲧⲃⲉ|ⲛⲁ|ϩⲃⲏⲩⲉ
ⲙⲁϯⲧϩⲉ	ⲙⲁ|ϯ|ⲧ|ϩⲉ
ϩⲛⲧⲁⲛⲁⲥⲧⲁⲥⲓⲥ	ϩⲛ|ⲧ|ⲁⲛⲁⲥⲧⲁⲥⲓⲥ
ϩⲙⲡⲉⲩⲟⲩⲟⲉⲓϣ	ϩⲙ|ⲡⲉⲩ|ⲟⲩⲟⲉⲓϣ
ϩⲛⲧⲉⲕⲕⲁⲧⲁⲥⲧⲁⲥⲓⲥ	ϩⲛ|ⲧⲉⲕ|ⲕⲁⲧⲁⲥⲧⲁⲥⲓⲥ
ⲕⲛⲁϫⲓⲛⲧⲉⲕⲥϩⲓⲙⲉ	ⲕ|ⲛⲁ|ϫⲓⲛ|ⲧⲉⲕ|ⲥϩⲓⲙⲉ
ⲙⲛⲛⲉⲕϣⲏⲣⲉ	ⲙⲛ|ⲛⲉⲕ|ϣⲏⲣⲉ
ⲙⲡⲣⲁⲣⲛⲁ	ⲙⲡⲣ|ⲁⲣⲛⲁ
ⲛⲁⲁⲩⲝⲁⲛⲉ	ⲛⲁ|ⲁⲩⲝⲁⲛⲉ
ϣⲁϫⲱⲙ	ϣⲁ|ϫⲱⲙ
ⲛϫⲱⲙ	ⲛ|ϫⲱⲙ
ⲉⲛϥⲛϩⲏⲧϥ	ⲉ|ⲛ|ϥ|ⲛϩⲏⲧ|ϥ
ⲙⲡⲉⲩⲙⲧⲟ	ⲙ|ⲡⲉⲩ|ⲙⲧⲟ
ⲙⲓⲟⲕ	ⲙⲓⲟⲕ
ϫⲉϯⲣⲏⲛⲏ	ϫⲉ|ϯⲣⲏⲛⲏ
ϫⲉⲉⲛⲉⲕⲥⲟⲟⲩⲛ	ϫⲉ|ⲉ|ⲛⲉ|ⲕ|ⲥⲟⲟⲩⲛ
ⲙⲡⲉⲓϣⲙⲙⲟ	ⲙ|ⲡⲉⲓ|ϣⲙⲙⲟ
ϫⲉⲡⲗⲁⲕⲏⲧⲁⲥ	ϫⲉ|ⲡⲗⲁⲕⲏⲧⲁⲥ
ⲉⲕϣⲁⲛⲧⲁⲙⲟⲛ	ⲉⲕϣⲁⲛ|ⲧⲁⲙⲟ|ⲛ
ⲧⲛⲛⲁϯ	ⲧⲛ|ⲛⲁ|ϯ
ϫⲉⲡⲉⲛϣⲃⲏⲣ	ϫⲉ|ⲡⲉⲛ|ϣⲃⲏⲣ
ϫⲉⲁⲡⲛⲁⲩ	ϫⲉ|ⲁ|ⲡ|ⲛⲁⲩ
ⲛⲧⲉⲧⲛⲁⲛⲁⲡⲁⲩⲉ	ⲛ|ⲧⲉⲧⲛ|ⲁⲛⲁⲡⲁⲩⲉ
ⲉϯϭⲁⲗⲱⲟⲩ	ⲉ|ϯ|ϭⲁⲗⲱ|ⲟⲩ
ⲁⲛⲅⲟⲩϣⲙⲙⲟ	ⲁⲛⲅ|ⲟⲩ|ϣⲙⲙⲟ
ⲉⲧⲣⲉⲩⲥⲟⲟϥ	ⲉ|ⲧⲣⲉ|ⲩ|ⲥⲟⲟ|ϥ
ⲉⲧⲉϥⲛϩⲏⲧϥ	ⲉⲧⲉ|ϥ|ⲛϩⲏⲧ|ϥ
ϫⲉⲛⲉⲓⲣⲱⲙⲉ	ϫⲉ|ⲛⲉⲓ|ⲣⲱⲙⲉ
ϯϭⲉⲛⲁⲓ	ϯ|ϭⲉ|ⲛⲁⲓ
ⲛⲧⲉⲩϯⲙⲏ	ⲛ|ⲧⲉⲩ|ϯⲙⲏ
ⲙⲡⲁⲃⲉⲉⲕⲉ	ⲙ|ⲡⲁ|ⲃⲉⲉⲕⲉ
ⲙⲡⲉⲧϥⲁϩⲉ	ⲙ|ⲡ|ⲉⲧ|ϥ|ⲁϩⲉ
ⲉϥϩⲩⲡⲉⲣⲉⲧⲉⲓ	ⲉ|ϥ|ϩⲩⲡⲉⲣⲉⲧⲉⲓ
ⲙⲡⲉϥⲉϣϥⲓ	ⲙⲡⲉ|ϥ|ⲉϣ|ϥⲓ
ⲉⲡⲉϥⲃⲓⲟⲥ	ⲉ|ⲡⲉϥ|ⲃⲓⲟⲥ
ⲉⲧⲙⲣⲓⲙⲉ	ⲉ|ⲧⲙ|ⲣⲓⲙⲉ
ⲉⲡⲥⲁⲃⲟⲗ	ⲉ|ⲡ|ⲥⲁ|ⲃⲟⲗ
ⲁϥⲉⲓⲱ	ⲁ|ϥ|ⲉⲓⲱ
ⲁϥⲇⲓⲁⲕⲱⲛⲉⲓ	ⲁ|ϥ|ⲇⲓⲁⲕⲱⲛⲉⲓ
ⲛⲥⲟⲩⲱⲛϥ	ⲛ|ⲥⲟⲩⲱⲛ|ϥ
ϫⲉⲡⲉⲓⲣⲱⲙⲉ	ϫⲉ|ⲡⲉⲓ|ⲣⲱⲙⲉ
ⲙⲡⲉⲧⲛϣⲓⲛⲉ	ⲙ|ⲡ|ⲉⲧ|ⲛ|ϣⲓⲛⲉ
ⲡⲉϫⲉⲡⲕⲉⲟⲩⲁ	ⲡⲉϫⲉ|ⲡ|ⲕⲉ|ⲟⲩⲁ
ⲛⲟⲩⲙⲁⲉⲓⲛ	ⲛ|ⲟⲩ|ⲙⲁⲉⲓⲛ
ⲛⲧⲁⲩⲡⲗⲩⲅⲏ	ⲛⲧ|ⲁ|ⲩ|ⲡⲗⲩⲅⲏ
ⲛⲙⲙⲁⲥⲓⲕⲁⲧⲏⲥ	ⲛ|ⲙ|ⲙⲁⲥⲓⲕⲁⲧⲏⲥ
ⲙⲁⲣⲛϯϩⲧⲏⲛ	ⲙⲁⲣ|ⲛ|ϯϩⲧⲏ|ⲛ
ϫⲉⲧⲛⲛⲁⲛⲁⲩ	ϫⲉ|ⲧⲛ|ⲛⲁ|ⲛⲁⲩ
ⲉⲡⲉⲓⲙⲁⲉⲓⲛ	ⲉ|ⲡⲉⲓ|ⲙⲁⲉⲓⲛ
ϫⲓⲛⲙⲙⲟⲛ	ϫⲓⲛ|ⲙⲙⲟⲛ
ⲉϥϩⲓⲡⲉϥⲙⲁⲕϩ	ⲉ|ϥ|ϩⲓ|ⲡⲉϥ|ⲙⲁⲕϩ
ⲛⲧⲉⲣⲟⲩϯϩⲧⲏⲩ	ⲛⲧⲉⲣ|ⲟⲩ|ϯϩⲧⲏ|ⲩ
ⲉⲡⲥⲁϣ	ⲉ|ⲡ|ⲥⲁϣ
ϩⲓⲡⲉϥⲙⲁⲕϩ	ϩⲓ|ⲡⲉϥ|ⲙⲁⲕϩ
ⲁⲩⲟⲛⲕⲟⲩ	ⲁ|ⲩ|ⲟⲛⲕ|ⲟⲩ
ⲡⲗⲁⲕⲏⲇⲁⲥ	ⲡⲗⲁⲕⲏⲇⲁⲥ
ⲛⲥⲧⲣⲁϯⲗⲁⲧⲏⲥ	ⲛ|ⲥⲧⲣⲁϯⲗⲁⲧⲏⲥ
ⲁϥⲁⲣⲛⲁ	ⲁ|ϥ|ⲁⲣⲛⲁ
ⲛⲧⲉⲣⲟⲩϯⲡⲙⲁⲉⲓⲛ	ⲛⲧⲉⲣ|ⲟⲩ|ϯ|ⲡ|ⲙⲁⲉⲓⲛ
ⲙⲡⲥⲁϣ	ⲙ|ⲡ|ⲥⲁϣ
ⲉⲧϩⲓⲡⲉϥⲙⲁⲕϩ	ⲉⲧ|ϩⲓ|ⲡⲉϥ|ⲙⲁⲕϩ
ⲁⲩⲱⲣⲕ	ⲁ|ⲩ|ⲱⲣⲕ
ⲉⲧⲃⲉⲧⲉϥⲥϩⲓⲙⲉ	ⲉⲧⲃⲉ|ⲧⲉϥ|ⲥϩⲓⲙⲉ
ϫⲉⲁⲩⲙⲟⲩ	ϫⲉ|ⲁ|ⲩ|ⲙⲟⲩ
ϩⲣⲁⲩ	ϩⲣⲁ|ⲩ
ϣⲁⲛⲧⲉⲛⲉⲧϩⲙⲡϯⲙⲏ	ϣⲁⲛⲧⲉ|ⲛ|ⲉⲧ|ϩⲙ|ⲡ|ϯⲙⲏ
ⲉⲩⲁϣϣⲕⲁⲕ	ⲉ|ⲩ|ⲁϣϣⲕⲁⲕ
ⲛϭⲓⲛⲁⲡϯⲙⲉ	ⲛϭⲓ|ⲛⲁ|ⲡ|ϯⲙⲉ
ⲁⲩⲕⲁⲧⲁⲥϯⲗⲉ	ⲁ|ⲩ|ⲕⲁⲧⲁⲥϯⲗⲉ
ⲙⲡⲉϣⲧⲟⲣⲧⲣ	ⲙ|ⲡⲉ|ϣⲧⲟⲣⲧⲣ
ⲙⲛⲡⲉϥⲧⲁⲉⲓⲟ	ⲙⲛ|ⲡⲉϥ|ⲧⲁⲉⲓⲟ
ⲙⲡϯⲙⲉ	ⲙ|ⲡ|ϯⲙⲉ
ⲁⲩⲁϣⲁϩⲟⲙ	ⲁ|ⲩ|ⲁϣⲁϩⲟⲙ
ⲛϫⲁⲓⲃⲉⲉⲕⲉ	ⲛ|ϫⲁⲓⲃⲉⲉⲕⲉ
ⲁⲩϭⲉⲗⲡⲡϩⲱⲃ	ⲁ|ⲩ|ϭⲉⲗⲡ|ⲡ|ϩⲱⲃ
ⲛϩⲉⲛϩⲟⲓⲧⲉ	ⲛ|ϩⲉⲛ|ϩⲟⲓⲧⲉ
ϩⲛⲛⲉⲧⲛⲧⲟⲟⲧⲟⲩ	ϩⲛ|ⲛ|ⲉⲧ|ⲛⲧⲟⲟⲧ|ⲟⲩ
ⲉⲧϩⲙⲡϯⲙⲉ	ⲉⲧ|ϩⲙ|ⲡ|ϯⲙⲉ
ⲛⲉⲩⲙⲟⲟϣⲉ	ⲛⲉ|ⲩ|ⲙⲟⲟϣⲉ
ⲁϥⲥⲡⲥⲱⲡⲟⲩ	ⲁ|ϥ|ⲥⲡⲥⲱⲡ|ⲟⲩ
ⲁϥⲁⲡⲁⲛⲅⲉⲓⲗⲉ	ⲁ|ϥ|ⲁⲡⲁⲛⲅⲉⲓⲗⲉ
ϫⲉⲁⲩⲙⲟⲩⲧⲉ	ϫⲉ|ⲁ|ⲩ|ⲙⲟⲩⲧⲉ
ⲛⲛⲉⲛⲧⲁⲩϣⲱⲡⲉ	ⲛ|ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ϣⲱⲡⲉ
ⲛⲧⲉⲣⲟⲩ	ⲛⲧⲉⲣ|ⲟⲩ
ϫⲕ	ϫⲕ
ϣⲁⲧⲣⲁⲓⲁⲛⲟⲥ	ϣⲁ|ⲧⲣⲁⲓⲁⲛⲟⲥ
ⲁⲩⲧⲁⲙⲟϥ	ⲁ|ⲩ|ⲧⲁⲙⲟ|ϥ
ⲉⲡⲗⲁⲕⲏⲧⲁⲥ	ⲉ|ⲡⲗⲁⲕⲏⲧⲁⲥ
ⲛϭⲓⲧⲣⲁⲓⲁⲛⲟⲥ	ⲛϭⲓ|ⲧⲣⲁⲓⲁⲛⲟⲥ
ⲉϯⲁⲓϯⲁⲛⲧ	ⲉ|ϯ|ⲁⲓϯⲁⲛⲧ
ⲉⲧⲣⲁⲓⲛⲟⲥ	ⲉ|ⲧⲣⲁⲓⲛⲟⲥ
ϫⲉϩⲛⲁϣ	ϫⲉ|ϩⲛ|ⲁϣ
ⲁⲡⲛⲁⲩⲕⲗⲏⲣⲟⲥ	ⲁ|ⲡ|ⲛⲁⲩⲕⲗⲏⲣⲟⲥ
ϩⲙⲟⲩϫⲓⲛϭⲟⲛⲥ	ϩⲙ|ⲟⲩ|ϫⲓⲛϭⲟⲛⲥ
ϫⲉⲛⲧⲁⲩϥⲓⲧⲟⲩ	ϫⲉ|ⲛⲧ|ⲁ|ⲩ|ϥⲓⲧ|ⲟⲩ
ϩⲓⲧⲛⲛⲉⲑⲩⲣⲓⲟⲛ	ϩⲓⲧⲛ|ⲛⲉ|ⲑⲩⲣⲓⲟⲛ
ⲉⲧⲉⲩⲑⲗⲓⲯⲓⲥ	ⲉ|ⲧⲉⲩ|ⲑⲗⲓⲯⲓⲥ
ⲥⲗⲥⲱⲗϥ	ⲥⲗⲥⲱⲗ|ϥ
ⲛⲧⲉⲣϥⲙⲟⲩϣⲧ	ⲛⲧⲉⲣ|ϥ|ⲙⲟⲩϣⲧ
ϫⲉⲛϥⲛⲁⲣⲱϣⲉ	ϫⲉ|ⲛ|ϥ|ⲛⲁ|ⲣⲱϣⲉ
ⲁϥⲥⲏⲙⲁⲛⲉ	ⲁ|ϥ|ⲥⲏⲙⲁⲛⲉ
ⲉⲧⲣⲉⲩϭⲱⲡⲉ	ⲉ|ⲧⲣⲉ|ⲩ|ϭⲱⲡⲉ
ⲛϩⲉⲛϯⲣⲱⲛ	ⲛ|ϩⲉⲛ|ϯⲣⲱⲛ
ⲛⲟⲩⲉⲡⲓⲥⲧⲟⲗⲏ	ⲛ|ⲟⲩ|ⲉⲡⲓⲥⲧⲟⲗⲏ
ⲉⲡⲟⲗⲓⲥ	ⲉ|ⲡⲟⲗⲓⲥ
ⲛⲥⲉⲇⲟⲕⲏⲙⲁⲍⲉ	ⲛ|ⲥⲉ|ⲇⲟⲕⲏⲙⲁⲍⲉ
ϫⲉϣⲁⲩⲣϣⲁⲩ	ϫⲉ|ϣⲁ|ⲩ|ⲣϣⲁⲩ
ⲛⲥⲉⲁⲁⲩ	ⲛ|ⲥⲉ|ⲁⲁ|ⲩ
ⲉⲧⲉⲣⲉⲛϣⲏⲣⲉ	ⲉⲧⲉⲣⲉ|ⲛ|ϣⲏⲣⲉ
ϯⲣⲱⲛ	ϯⲣⲱⲛ
ϫⲉϩⲉⲛϫⲱⲱⲣⲉ	ϫⲉ|ϩⲉⲛ|ϫⲱⲱⲣⲉ
ϩⲛⲧⲉⲩϭⲟⲙ	ϩⲛ|ⲧⲉⲩ|ϭⲟⲙ
ϩⲙⲡⲉⲩⲉⲓⲛⲉ	ϩⲙ|ⲡⲉⲩ|ⲉⲓⲛⲉ
ⲛⲛϯⲣⲱⲛ	ⲛ|ⲛ|ϯⲣⲱⲛ
ⲁϥⲧⲟϣⲟⲩ	ⲁ|ϥ|ⲧⲟϣ|ⲟⲩ
ⲉⲛⲛⲟⲩⲙⲉⲣⲟⲛ	ⲉ|ⲛ|ⲛⲟⲩ|ⲙⲉⲣⲟⲛ
ⲁϥⲧⲁϩⲟⲟⲩ	ⲁ|ϥ|ⲧⲁϩⲟ|ⲟⲩ
ⲉⲧⲉϥϩⲩⲡⲉⲣⲏⲥⲓⲁ	ⲉ|ⲧⲉϥ|ϩⲩⲡⲉⲣⲏⲥⲓⲁ
ϫⲉⲁϥⲥⲟⲩⲛⲧⲉⲩⲙⲛⲧⲉⲩⲅⲉⲛⲏⲥ	ϫⲉ|ⲁ|ϥ|ⲥⲟⲩⲛ|ⲧⲉⲩ|ⲙⲛⲧⲉⲩⲅⲉⲛⲏⲥ
ϩⲓⲧⲛⲛⲉⲧⲣⲟⲡⲟⲥ	ϩⲓⲧⲛ|ⲛⲉ|ⲧⲣⲟⲡⲟⲥ
ⲉⲣⲉⲡⲉⲩⲟⲩⲱϣ	ⲉⲣⲉ|ⲡⲉⲩ|ⲟⲩⲱϣ
ⲉⲧⲣⲉϥⲙⲉⲣⲓⲧⲟⲩ	ⲉ|ⲧⲣⲉ|ϥ|ⲙⲉⲣⲓⲧ|ⲟⲩ
ϩⲓϫⲛⲧⲉϥⲧⲣⲁⲡⲉⲍⲁ	ϩⲓϫⲛ|ⲧⲉϥ|ⲧⲣⲁⲡⲉⲍⲁ
ⲁϥⲧⲱϣ	ⲁ|ϥ|ⲧⲱϣ
ⲛⲛⲉⲥⲧⲣⲁⲧⲉⲩⲙⲁ	ⲛ|ⲛⲉ|ⲥⲧⲣⲁⲧⲉⲩⲙⲁ
ⲧⲉⲭⲱⲣⲁ	ⲧⲉ|ⲭⲱⲣⲁ
ⲛⲧⲁⲛⲃⲁⲣⲃⲁⲣⲟⲥ	ⲛⲧⲁ|ⲛ|ⲃⲁⲣⲃⲁⲣⲟⲥ
ϥⲓⲧⲥ	ϥⲓⲧ|ⲥ
ⲁϥⲉⲗⲉⲩⲑⲉⲣⲟⲩ	ⲁ|ϥ|ⲉⲗⲉⲩⲑⲉⲣⲟⲩ
ⲛⲛⲉⲛⲧⲁⲩⲁⲓⲭⲙⲁⲗⲱⲧⲓⲍⲉ	ⲛ|ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ⲁⲓⲭⲙⲁⲗⲱⲧⲓⲍⲉ
ϫⲉϩⲩⲧⲁⲥⲡⲓⲥ	ϫⲉ|ϩⲩⲧⲁⲥⲡⲓⲥ
ⲉⲁϥⲁⲗⲉ	ⲉ|ⲁ|ϥ|ⲁⲗⲉ
ⲁϥϫⲱⲱⲧⲉ	ⲁ|ϥ|ϫⲱⲱⲧⲉ
ⲉⲛⲉⲓⲕⲟⲟⲩⲉ	ⲉ|ⲛⲉⲓ|ⲕⲟⲟⲩⲉ
ⲁϥϣⲱⲗ	ⲁ|ϥ|ϣⲱⲗ
ⲁϥϫⲓϣⲟϫⲛⲉ	ⲁ|ϥ|ϫⲓϣⲟϫⲛⲉ
ⲛϫⲓⲉⲩⲥⲧⲁⲑⲓⲟⲥ	ⲛϫⲓ|ⲉⲩⲥⲧⲁⲑⲓⲟⲥ
ϩⲓⲧⲛⲧⲉⲡⲣⲟⲛⲓⲁ	ϩⲓⲧⲛ|ⲧⲉ|ⲡⲣⲟⲛⲓⲁ
ⲉⲧⲕⲁⲗⲉⲓ	ⲉⲧ|ⲕⲁⲗⲉⲓ
ⲉⲧⲉⲣⲉⲧⲉϥⲥϩⲓⲙⲉ	ⲉⲧⲉⲣⲉ|ⲧⲉϥ|ⲥϩⲓⲙⲉ
ⲉⲧⲃⲉⲧⲙⲛⲧⲣⲉϥϫⲓⲛϭⲟⲛⲥ	ⲉⲧⲃⲉ|ⲧ|ⲙⲛⲧⲣⲉϥϫⲓⲛϭⲟⲛⲥ
ⲙⲡⲛⲁⲩⲕⲗⲏⲣⲟⲥ	ⲙ|ⲡ|ⲛⲁⲩⲕⲗⲏⲣⲟⲥ
ⲛⲧⲩⲣⲁⲛⲛⲟⲥ	ⲛ|ⲧⲩⲣⲁⲛⲛⲟⲥ
ϩⲓⲧⲛⲧⲙⲛⲧϥⲁⲓⲣⲟⲟⲩϣ	ϩⲓⲧⲛ|ⲧ|ⲙⲛⲧϥⲁⲓⲣⲟⲟⲩϣ
ⲛⲧⲉⲣϥⲙⲟⲩ	ⲛⲧⲉⲣ|ϥ|ⲙⲟⲩ
ⲛϭⲓⲡⲁⲗⲗⲟⲫⲩⲗⲟⲥ	ⲛϭⲓ|ⲡ|ⲁⲗⲗⲟⲫⲩⲗⲟⲥ
ⲁⲥⲁⲛⲁⲭⲱⲣⲉⲓ	ⲁ|ⲥ|ⲁⲛⲁⲭⲱⲣⲉⲓ
ϩⲁⲣⲓ	ϩⲁ|ⲣⲓ
