ϯⲡⲣⲟⲥⲉⲩⲭⲏ	ϯ|ⲡⲣⲟⲥⲉⲩⲭⲏ
ⲕϣⲱⲡ	ⲕ|ϣⲱⲡ
ϥϭⲓⲃⲟϯ	ϥ|ϭⲓⲃⲟϯ
ⲛⲉⲙⲡⲉⲛⲛⲁϩϯ	ⲛⲉⲙ|ⲡⲉⲛ|ⲛⲁϩϯ
ⲉⲓⲉⲣⲁⲅⲁⲡⲁⲛ	ⲉ|ⲓ|ⲉⲣⲁⲅⲁⲡⲁⲛ
ⲉⲡⲉϥϩⲱⲃ	ⲉ|ⲡⲉϥ|ϩⲱⲃ
ϥϭⲛⲟⲛ	ϥ|ϭⲛⲟⲛ
ϩⲁⲛⲙⲉⲑⲛⲟⲩϫ	ϩⲁⲛ|ⲙⲉⲑⲛⲟⲩϫ
ⲭⲟⲩⲱϣ	ⲭ|ⲟⲩⲱϣ
ϫⲉϥⲙⲟⲥϯ	ϫⲉ|ϥ|ⲙⲟⲥϯ
ⲉⲧⲉⲛϫⲱ	ⲉⲧⲉ|ⲛ|ϫⲱ
ϩⲁⲛⲙⲉⲑⲙⲏⲓ	ϩⲁⲛ|ⲙⲉⲑⲙⲏⲓ
ⲭⲛⲁⲑⲣⲉϥⲟⲩⲱⲙ	ⲭ|ⲛⲁ|ⲑⲣⲉ|ϥ|ⲟⲩⲱⲙ
ⲛⲉⲙⲡⲓⲟⲩⲱⲙ	ⲛⲉⲙ|ⲡⲓ|ⲟⲩⲱⲙ
ⲁϥϣⲧⲉⲙⲉⲣⲫⲁⲓ	ⲁ|ϥ|ϣⲧⲉⲙ|ⲉⲣ|ⲫⲁⲓ
ⲁⲣⲓⲉⲙⲓ	ⲁⲣⲓ|ⲉⲙⲓ
ⲉⲧⲁⲛϫⲟⲧⲟⲩ	ⲉⲧ|ⲁ|ⲛ|ϫⲟⲧ|ⲟⲩ
ϯⲛⲁⲑⲉⲧⲡⲉⲧⲉⲛϩⲏⲧ	ϯ|ⲛⲁ|ⲑⲉⲧ|ⲡⲉⲧⲉⲛ|ϩⲏⲧ
ϧⲉⲛⲡⲁⲓϩⲱⲃ	ϧⲉⲛ|ⲡⲁⲓ|ϩⲱⲃ
ⲉⲛⲓⲭⲁⲣⲧⲟⲗⲁⲣⲓⲥ	ⲉ|ⲛⲓ|ⲭⲁⲣⲧⲟⲗⲁⲣⲓⲥ
ϫⲉⲉⲓⲟⲩⲱϣ	ϫⲉ|ⲉ|ⲓ|ⲟⲩⲱϣ
ⲛⲧⲉⲡⲓⲡⲁⲧⲣⲓⲁⲣⲭⲏⲥ	ⲛⲧⲉ|ⲡⲓ|ⲡⲁⲧⲣⲓⲁⲣⲭⲏⲥ
ⲑⲉⲧⲡⲁϩⲏⲧ	ⲑⲉⲧ|ⲡⲁ|ϩⲏⲧ
ⲛⲧⲉϥϣⲧⲉⲙϩⲓⲥⲧⲁⲩⲣⲟⲥ	ⲛⲧⲉ|ϥ|ϣⲧⲉⲙ|ϩⲓⲥⲧⲁⲩⲣⲟⲥ
ⲛϫⲉⲡⲓⲃ	ⲛϫⲉ|ⲡⲓ|ⲃ
ϧⲁⲛⲓⲭⲣⲓⲥⲧⲓⲁⲛⲟⲥ	ϧⲁ|ⲛⲓ|ⲭⲣⲓⲥⲧⲓⲁⲛⲟⲥ
ϣⲁⲧⲉⲛϩⲓⲡⲓⲥⲧⲁⲩⲣⲟⲥ	ϣⲁⲧⲉ|ⲛ|ϩⲓⲡⲓⲥⲧⲁⲩⲣⲟⲥ
ⲭⲛⲁⲭⲁⲡⲓⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲭ|ⲛⲁ|ⲭⲁ|ⲡⲓ|ⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲛⲧⲉϥϩⲓⲥⲧⲁⲩⲣⲟⲥ	ⲛⲧⲉ|ϥ|ϩⲓⲥⲧⲁⲩⲣⲟⲥ
ⲉⲡⲓⲟⲩⲱⲙ	ⲉ|ⲡⲓ|ⲟⲩⲱⲙ
ϥⲛⲁⲟⲩⲱⲙ	ϥ|ⲛⲁ|ⲟⲩⲱⲙ
ϥⲛⲁⲑⲉⲧⲡⲉⲕϩⲏⲧ	ϥ|ⲛⲁ|ⲑⲉⲧ|ⲡⲉⲕ|ϩⲏⲧ
ⲭⲛⲁⲭⲁϥ	ⲭ|ⲛⲁ|ⲭⲁ|ϥ
ϫⲉⲓⲉ	ϫⲉ|ⲓⲉ
ⲧⲉⲛⲙⲉⲩⲓ	ⲧⲉⲛ|ⲙⲉⲩⲓ
ϧⲉⲛⲟⲩϫⲱⲛⲧ	ϧⲉⲛ|ⲟⲩ|ϫⲱⲛⲧ
ϯⲛⲁⲑⲣⲉϥⲟⲩⲱⲙ	ϯ|ⲛⲁ|ⲑⲣⲉ|ϥ|ⲟⲩⲱⲙ
ϯⲛⲁⲭⲁϥ	ϯ|ⲛⲁ|ⲭⲁ|ϥ
ⲉϩⲓⲥⲧⲁⲩⲣⲟⲥ	ⲉ|ϩⲓⲥⲧⲁⲩⲣⲟⲥ
ⲁϥϣⲁⲛⲉⲣⲫⲁⲓ	ⲁϥϣⲁⲛ|ⲉⲣ|ⲫⲁⲓ
ϯⲛⲁϧⲱⲧⲉⲃ	ϯ|ⲛⲁ|ϧⲱⲧⲉⲃ
ⲛⲉⲣⲟⲩⲱ	ⲛ|ⲉⲣⲟⲩⲱ
ⲉⲑⲃⲉⲡⲓϫⲱⲛⲧ	ⲉⲑⲃⲉ|ⲡⲓ|ϫⲱⲛⲧ
ⲁⲩⲭⲁⲣⲱⲟⲩ	ⲁ|ⲩ|ⲭⲁ|ⲣⲱ|ⲟⲩ
ϫⲉⲉϥⲛⲁϫⲉⲙⲡϣⲓⲛⲓ	ϫⲉ|ⲉ|ϥ|ⲛⲁ|ϫⲉⲙ|ⲡ|ϣⲓⲛⲓ
ⲕⲁⲧⲁⲧⲉϥⲥⲩⲛⲏⲑⲉⲓⲁ	ⲕⲁⲧⲁ|ⲧⲉϥ|ⲥⲩⲛⲏⲑⲉⲓⲁ
ⲛⲉⲙⲡⲟⲩⲣⲟ	ⲛⲉⲙ|ⲡ|ⲟⲩⲣⲟ
ⲛⲉⲙⲡⲓⲙⲡϣ	ⲛⲉⲙ|ⲡⲓ|ⲙⲡϣ
ⲛⲉⲙⲛⲓⲛⲓϣϯ	ⲛⲉⲙ|ⲛⲓ|ⲛⲓϣϯ
ⲛⲁⲣⲭⲱⲛ	ⲛ|ⲁⲣⲭⲱⲛ
ϩⲉⲙⲥⲓ	ϩⲉⲙⲥⲓ
ⲛⲟⲩⲕⲁⲛⲓⲥⲕⲓⲟⲛ	ⲛ|ⲟⲩ|ⲕⲁⲛⲓⲥⲕⲓⲟⲛ
ⲙⲃⲉⲛⲓ	ⲙ|ⲃⲉⲛⲓ
ⲉⲩⲧⲁⲓⲏⲟⲩⲧ	ⲉ|ⲩ|ⲧⲁⲓⲏⲟⲩⲧ
ⲉⲑⲣⲉϥⲟⲩⲱⲙ	ⲉ|ⲑⲣⲉ|ϥ|ⲟⲩⲱⲙ
ⲛⲥⲟⲫⲟⲥ	ⲛ|ⲥⲟⲫⲟⲥ
ϧⲉⲛⲛⲁⲫⲛⲟⲩϯ	ϧⲉⲛ|ⲛⲁ|ⲫ|ⲛⲟⲩϯ
ⲛⲉⲙⲛⲓⲣⲱⲙⲓ	ⲛⲉⲙ|ⲛⲓ|ⲣⲱⲙⲓ
ⲉⲧⲁⲡⲓⲡⲛⲉⲩⲙⲁ	ⲉⲧ|ⲁ|ⲡⲓ|ⲡⲛⲉⲩⲙⲁ
ⲙⲡⲓⲡⲣⲟⲫⲏⲧⲏⲥ	ⲙ|ⲡⲓ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ⲇⲁⲛⲓⲏⲗ	ⲇⲁⲛⲓⲏⲗ
ⲁϥⲥⲟⲩⲧⲉⲛⲧⲉϥϫⲓϫ	ⲁ|ϥ|ⲥⲟⲩⲧⲉⲛ|ⲧⲉϥ|ϫⲓϫ
ⲛⲟⲩⲓⲛⲁⲙ	ⲛ|ⲟⲩⲓⲛⲁⲙ
ⲁϥⲁⲙⲟⲛⲓⲡⲓⲕⲁⲛⲓⲥⲕⲓⲟⲛ	ⲁ|ϥ|ⲁⲙⲟⲛⲓ|ⲡⲓ|ⲕⲁⲛⲓⲥⲕⲓⲟⲛ
ϧⲉⲛⲟⲩⲡⲁⲛⲟⲩⲣⲅⲓⲁ	ϧⲉⲛ|ⲟⲩ|ⲡⲁⲛⲟⲩⲣⲅⲓⲁ
ⲉⲣⲉⲛⲓⲃⲉⲛⲓ	ⲉⲣⲉ|ⲛⲓ|ⲃⲉⲛⲓ
ⲛⲧⲁⲟⲩⲱⲙ	ⲛ|ⲧⲁ|ⲟⲩⲱⲙ
ⲛⲁϣ	ⲛ|ⲁϣ
ⲙⲙⲱⲓⲧ	ⲙ|ⲙⲱⲓⲧ
ⲡⲁⲓⲙⲱⲓⲧ	ⲡⲁⲓ|ⲙⲱⲓⲧ
ⲡⲁⲓⲙⲁ	ⲡⲁⲓ|ⲙⲁ
ⲉⲧⲁϥⲁⲓϥ	ⲉⲧ|ⲁ|ϥ|ⲁⲓ|ϥ
ⲛⲓⲭⲁⲣⲧⲟⲗⲁⲣⲓⲟⲥ	ⲛⲓ|ⲭⲁⲣⲧⲟⲗⲁⲣⲓⲟⲥ
ⲛⲉⲙⲛⲓⲁⲣⲭⲱⲛ	ⲛⲉⲙ|ⲛⲓ|ⲁⲣⲭⲱⲛ
ⲁⲩⲉⲣⲛⲟⲉⲓⲛ	ⲁ|ⲩ|ⲉⲣⲛⲟⲉⲓⲛ
ⲉϫⲉⲛⲡⲉϥⲛⲓϣϯ	ⲉϫⲉⲛ|ⲡⲉϥ|ⲛⲓϣϯ
ⲛⲕⲁϯ	ⲛ|ⲕⲁϯ
ⲛⲉⲙⲛⲓϩⲙⲟⲧ	ⲛⲉⲙ|ⲛⲓ|ϩⲙⲟⲧ
ⲁⲓⲧⲟⲩ	ⲁⲓⲧ|ⲟⲩ
ϫⲉⲡⲓⲙⲱⲓⲧ	ϫⲉ|ⲡⲓ|ⲙⲱⲓⲧ
ⲉⲧⲉⲕⲟⲩⲁϣϥ	ⲉⲧⲉ|ⲕ|ⲟⲩⲁϣ|ϥ
ⲉⲧⲁⲩⲕⲏⲛ	ⲉⲧ|ⲁ|ⲩ|ⲕⲏⲛ
ⲛⲛⲓⲃⲉⲛⲓ	ⲛ|ⲛⲓ|ⲃⲉⲛⲓ
ⲭⲁⲡⲓⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲭⲁ|ⲡⲓ|ⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲛⲛⲓⲭⲁⲣⲧⲟⲗⲁⲣⲓⲟⲥ	ⲛ|ⲛⲓ|ⲭⲁⲣⲧⲟⲗⲁⲣⲓⲟⲥ
ⲉϥϣⲟⲩϣⲟⲩ	ⲉ|ϥ|ϣⲟⲩϣⲟⲩ
ϫⲉⲁⲓⲑⲣⲉϥⲟⲩⲱⲙ	ϫⲉ|ⲁ|ⲓ|ⲑⲣⲉ|ϥ|ⲟⲩⲱⲙ
ⲁϭⲛⲉⲡⲓⲥⲧⲁⲩⲣⲟⲥ	ⲁϭⲛⲉ|ⲡⲓ|ⲥⲧⲁⲩⲣⲟⲥ
ϧⲉⲛⲟⲩⲉⲣⲟⲩⲟⲧ	ϧⲉⲛ|ⲟⲩ|ⲉⲣⲟⲩⲟⲧ
ϫⲉⲙⲡⲉϥⲟⲩⲱⲙ	ϫⲉ|ⲙⲡⲉ|ϥ|ⲟⲩⲱⲙ
ϣⲁⲧⲉϥϩⲓⲡⲓⲥⲧⲁⲩⲣⲟⲥ	ϣⲁⲧⲉ|ϥ|ϩⲓⲡⲓⲥⲧⲁⲩⲣⲟⲥ
ϫⲉⲛⲁϣ	ϫⲉ|ⲛ|ⲁϣ
ⲁϥϩⲓⲡⲓⲥⲧⲁⲩⲣⲟⲥ	ⲁ|ϥ|ϩⲓⲡⲓⲥⲧⲁⲩⲣⲟⲥ
ⲉⲧⲁϥϩⲓⲡⲉϥⲧⲏⲃ	ⲉⲧ|ⲁ|ϥ|ϩⲓ|ⲡⲉϥ|ⲧⲏⲃ
ⲉⲡⲓⲇ	ⲉⲡⲓ|ⲇ
ⲛⲥⲁ	ⲛ|ⲥⲁ
ⲛⲥⲁⲛⲧⲉⲡⲓⲕⲁⲛⲓⲥⲕⲓⲟⲛ	ⲛⲥⲁ|ⲛⲧⲉ|ⲡⲓ|ⲕⲁⲛⲓⲥⲕⲓⲟⲛ
ϫⲉⲁⲕⲟⲩⲱϣ	ϫⲉ|ⲁ|ⲕ|ⲟⲩⲱϣ
ⲙⲡⲁⲓⲙⲱⲓⲧ	ⲙ|ⲡⲁⲓ|ⲙⲱⲓⲧ
ϣⲁⲛⲡⲁⲓⲙⲁ	ϣⲁⲛ|ⲡⲁⲓ|ⲙⲁ
ⲉⲧⲁϥϩⲓⲡⲓⲥⲧⲁⲩⲣⲟⲥ	ⲉⲧ|ⲁ|ϥ|ϩⲓⲡⲓⲥⲧⲁⲩⲣⲟⲥ
ⲉⲛⲓⲃⲉⲛⲓ	ⲉ|ⲛⲓ|ⲃⲉⲛⲓ
ⲉⲣϣⲫⲏⲣⲓ	ⲉⲣϣⲫⲏⲣⲓ
ⲉⲧⲁϥϯⲱⲟⲩ	ⲉⲧ|ⲁ|ϥ|ϯⲱⲟⲩ
ⲛⲉⲙϩⲙⲟⲧ	ⲛⲉⲙ|ϩⲙⲟⲧ
ⲛⲇⲁⲛⲓⲏⲗ	ⲛ|ⲇⲁⲛⲓⲏⲗ
ⲛⲛⲓⲟⲩⲣⲱⲟⲩ	ⲛ|ⲛⲓ|ⲟⲩⲣⲱⲟⲩ
ⲛⲧⲉⲛⲓⲭⲁⲗⲇⲁⲓⲟⲥ	ⲛⲧⲉ|ⲛⲓ|ⲭⲁⲗⲇⲁⲓⲟⲥ
ⲛⲉⲙⲛⲓⲡⲉⲣⲥⲏⲥ	ⲛⲉⲙ|ⲛⲓ|ⲡⲉⲣⲥⲏⲥ
ⲁϥϯⲱⲟⲩ	ⲁ|ϥ|ϯⲱⲟⲩ
ⲛⲧⲉⲛⲓⲥⲁⲣⲁⲕⲏⲛⲟⲥ	ⲛⲧⲉ|ⲛⲓ|ⲥⲁⲣⲁⲕⲏⲛⲟⲥ
ⲛⲁϥϯⲱⲟⲩ	ⲛⲁ|ϥ|ϯⲱⲟⲩ
ⲉⲑⲃⲉⲡⲓϩⲙⲟⲧ	ⲉⲑⲃⲉ|ⲡⲓ|ϩⲙⲟⲧ
ⲛⲧⲁϫⲱ	ⲛ|ⲧⲁ|ϫⲱ
ⲙⲡⲁⲓⲕⲉϩⲱⲃ	ⲙ|ⲡⲁⲓ|ⲕⲉ|ϩⲱⲃ
ⲙⲡⲓⲥⲏⲟⲩ	ⲙ|ⲡⲓ|ⲥⲏⲟⲩ
ⲛϯⲙⲁⲕⲟⲩⲣⲓⲁ	ⲛ|ϯ|ⲙⲁⲕⲟⲩⲣⲓⲁ
ⲛϩⲁⲛⲣⲉⲙⲛϩⲱⲃ	ⲛ|ϩⲁⲛ|ⲣⲉⲙⲛϩⲱⲃ
ⲛⲉⲙϩⲁⲛⲥϧⲁⲓ	ⲛⲉⲙ|ϩⲁⲛ|ⲥϧⲁⲓ
ⲉϥⲧⲁⲙⲟ	ⲉ|ϥ|ⲧⲁⲙⲟ
ⲉⲧⲁⲩⲉⲣⲕⲟⲩϫⲓ	ⲉⲧ|ⲁ|ⲩ|ⲉⲣⲕⲟⲩϫⲓ
ⲛⲧⲉϯⲭⲱⲣⲁ	ⲛⲧⲉ|ϯ|ⲭⲱⲣⲁ
ⲉⲑⲃⲉⲡⲱⲥⲕ	ⲉⲑⲃⲉ|ⲡ|ⲱⲥⲕ
ⲙⲡⲓⲙⲱⲓⲧ	ⲙ|ⲡⲓ|ⲙⲱⲓⲧ
ⲛⲉⲙⲡⲓⲭⲣⲟⲛⲟⲥ	ⲛⲉⲙ|ⲡⲓ|ⲭⲣⲟⲛⲟⲥ
ⲉⲑⲃⲉϫⲉⲛⲁⲩϣϫⲉⲙϫⲟⲙ	ⲉⲑⲃⲉ|ϫⲉ|ⲛⲁ|ⲩ|ϣ|ϫⲉⲙϫⲟⲙ
ⲉⲥⲓⲛⲓ	ⲉ|ⲥⲓⲛⲓ
ϩⲓⲧⲉⲛⲡⲟⲩⲣⲟ	ϩⲓⲧⲉⲛ|ⲡ|ⲟⲩⲣⲟ
ⲛϯⲙⲁⲩⲣⲱⲧⲁⲛⲓⲁ	ⲛ|ϯ|ⲙⲁⲩⲣⲱⲧⲁⲛⲓⲁ
ϣⲁⲧⲉϥⲉⲣϩⲉⲓⲣⲏⲛⲏ	ϣⲁⲧⲉ|ϥ|ⲉⲣϩⲉⲓⲣⲏⲛⲏ
ⲛⲟⲩⲣⲟ	ⲛ|ⲟⲩⲣⲟ
ⲑⲏϣ	ⲑⲏϣ
ⲉⲛⲓⲭⲱⲣⲁ	ⲉ|ⲛⲓ|ⲭⲱⲣⲁ
ⲡⲓⲃ	ⲡⲓ|ⲃ
ϩⲁⲛⲭⲣⲓⲥⲧⲓⲁⲛⲟⲥ	ϩⲁⲛ|ⲭⲣⲓⲥⲧⲓⲁⲛⲟⲥ
ⲥⲉⲟⲓ	ⲥⲉ|ⲟⲓ
ⲛϩⲉⲓⲣⲏⲛⲏ	ⲛ|ϩⲉⲓⲣⲏⲛⲏ
ⲛⲁⲣⲉⲟⲩϩⲉⲓⲣⲏⲛⲏ	ⲛⲁⲣⲉ|ⲟⲩ|ϩⲉⲓⲣⲏⲛⲏ
ⲛⲛⲓⲥⲁⲣⲣⲁⲕⲏⲛⲟⲥ	ⲛ|ⲛⲓ|ⲥⲁⲣⲣⲁⲕⲏⲛⲟⲥ
ⲉⲧⲉⲡⲟⲩⲣⲟ	ⲉⲧⲉ|ⲡ|ⲟⲩⲣⲟ
ⲉⲧⲉⲫⲁⲛⲓϣϯ	ⲉⲧⲉ|ⲫⲁ|ⲛⲓϣϯ
ⲛⲭⲱⲣⲁ	ⲛ|ⲭⲱⲣⲁ
ⲉⲧⲉϯⲙⲁⲕⲟⲩⲣⲓⲁ	ⲉⲧⲉ|ϯ|ⲙⲁⲕⲟⲩⲣⲓⲁ
ⲛⲧⲉⲡⲟⲩⲣⲟ	ⲛⲧⲉ|ⲡ|ⲟⲩⲣⲟ
ⲉⲧⲉⲛϧⲏⲧⲟⲩ	ⲉⲧⲉ|ⲛϧⲏⲧ|ⲟⲩ
ⲉⲑⲃⲉⲛⲓⲉⲕⲕⲗⲏⲥⲓⲁ	ⲉⲑⲃⲉ|ⲛⲓ|ⲉⲕⲕⲗⲏⲥⲓⲁ
ⲁϥⲥϧⲁⲓ	ⲁ|ϥ|ⲥϧⲁⲓ
ⲛϩⲁⲛⲥϧⲁⲓ	ⲛ|ϩⲁⲛ|ⲥϧⲁⲓ
ⲉϥϯⲥⲟϭⲛⲓ	ⲉ|ϥ|ϯⲥⲟϭⲛⲓ
ⲛⲉⲙⲥⲃⲱ	ⲛⲉⲙ|ⲥⲃⲱ
ϧⲉⲛⲛⲉⲛⲥⲁϫⲓ	ϧⲉⲛ|ⲛⲉⲛ|ⲥⲁϫⲓ
ⲛϯⲅⲣⲁⲫⲏ	ⲛ|ϯ|ⲅⲣⲁⲫⲏ
ⲉⲧⲁϥⲥϧⲏⲧ	ⲉⲧ|ⲁ|ϥ|ⲥϧⲏⲧ
ⲉⲡⲧⲁϩⲟ	ⲉ|ⲡ|ⲧⲁϩⲟ
ⲛⲧⲉⲧⲉϥⲯⲩⲭⲏ	ⲛⲧⲉ|ⲧⲉϥ|ⲯⲩⲭⲏ
ⲛⲉⲙⲡⲓⲛⲁϩϯ	ⲛⲉⲙ|ⲡⲓ|ⲛⲁϩϯ
ⲛⲟⲣⲑⲟⲇⲟⲝⲟⲥ	ⲛ|ⲟⲣⲑⲟⲇⲟⲝⲟⲥ
ⲉϣⲧⲉⲙⲉⲣⲕⲱⲗⲩⲉⲓⲛ	ⲉ|ϣⲧⲉⲙ|ⲉⲣⲕⲱⲗⲩⲉⲓⲛ
ⲛⲧⲉⲡⲓⲟⲩⲣⲟ	ⲛⲧⲉ|ⲡⲓ|ⲟⲩⲣⲟ
ⲉⲧⲥⲁⲡϣⲱⲓ	ⲉ|ⲧ|ⲥⲁⲡϣⲱⲓ
ⲉⲑⲣⲟⲩⲥⲓⲛⲓ	ⲉ|ⲑⲣ|ⲟⲩ|ⲥⲓⲛⲓ
ϩⲓⲧⲉⲙⲧⲉϥⲭⲱⲣⲁ	ϩⲓⲧⲉⲙ|ⲧⲉϥ|ⲭⲱⲣⲁ
ⲉⲑⲃⲉⲛⲟⲩⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲉⲑⲃⲉ|ⲛⲟⲩ|ⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ϫⲉⲛⲛⲉⲛⲓⲉⲕⲕⲗⲏⲥⲓⲁ	ϫⲉ|ⲛⲛⲉ|ⲛⲓ|ⲉⲕⲕⲗⲏⲥⲓⲁ
ⲉⲣϣⲁϥⲉ	ⲉⲣϣⲁϥⲉ
ⲛⲧⲉⲕϫⲉⲙⲟⲩⲛⲓϣϯ	ⲛⲧⲉ|ⲕ|ϫⲉⲙ|ⲟⲩ|ⲛⲓϣϯ
ⲛϫⲫⲓⲟ	ⲛ|ϫⲫⲓⲟ
ⲛϫⲉⲛⲉⲛϫⲁϫⲓ	ⲛϫⲉ|ⲛⲉⲛ|ϫⲁϫⲓ
ⲁⲩⲉⲣⲇⲓⲁⲃⲁⲗⲗⲉⲓⲛ	ⲁ|ⲩ|ⲉⲣⲇⲓⲁⲃⲁⲗⲗⲉⲓⲛ
ϫⲉⲧⲉⲛⲧⲁⲙⲟ	ϫⲉ|ⲧⲉⲛ|ⲧⲁⲙⲟ
ϫⲉⲁⲡⲟⲩⲣⲟ	ϫⲉ|ⲁ|ⲡ|ⲟⲩⲣⲟ
ⲛⲁⲃⲃⲁ	ⲛ|ⲁⲃⲃⲁ
ⲛⲟⲩⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲛ|ⲟⲩ|ⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲛⲧⲟⲩⲟⲗϥ	ⲛⲧ|ⲟⲩ|ⲟⲗ|ϥ
ⲉⲧⲟⲩⲭⲱⲣⲁ	ⲉⲧ|ⲟⲩ|ⲭⲱⲣⲁ
ⲁϥⲉⲣⲡⲕⲉⲟⲩⲱⲣⲡ	ⲁ|ϥ|ⲉⲣ|ⲡ|ⲕⲉ|ⲟⲩⲱⲣⲡ
ⲉⲑⲣⲉϥⲉⲣϩⲉⲓⲣⲏⲛⲏ	ⲉ|ⲑⲣⲉ|ϥ|ⲉⲣϩⲉⲓⲣⲏⲛⲏ
ⲡⲉⲛϫⲁϫⲓ	ⲡⲉⲛ|ϫⲁϫⲓ
ⲁⲣⲉϣⲁⲛⲫⲁⲓ	ⲁⲣⲉϣⲁⲛ|ⲫⲁⲓ
ⲥⲉⲛⲁⲉⲣⲟⲩϩⲏⲧ	ⲥⲉ|ⲛⲁ|ⲉⲣ|ⲟⲩ|ϩⲏⲧ
ⲛⲥⲉⲧⲱⲟⲩⲛⲟⲩ	ⲛ|ⲥⲉ|ⲧⲱⲟⲩⲛⲟⲩ
ⲛⲧⲟⲩⲉⲣⲡⲟⲗⲉⲙⲉⲓⲛ	ⲛⲧ|ⲟⲩ|ⲉⲣⲡⲟⲗⲉⲙⲉⲓⲛ
ⲛⲉⲙⲁⲛ	ⲛⲉⲙⲁ|ⲛ
ⲉⲧⲁⲡⲟⲩⲣⲟ	ⲉⲧ|ⲁ|ⲡ|ⲟⲩⲣⲟ
ⲁϥϫⲱⲛⲧ	ⲁ|ϥ|ϫⲱⲛⲧ
ϣⲁⲡⲓⲁⲩⲅⲟⲩⲥⲧⲁⲗⲓⲟⲥ	ϣⲁ|ⲡⲓ|ⲁⲩⲅⲟⲩⲥⲧⲁⲗⲓⲟⲥ
ⲉⲁϥⲥϧⲁⲓ	ⲉ|ⲁ|ϥ|ⲥϧⲁⲓ
ϫⲉϧⲉⲛϯⲟⲩⲛⲟⲩ	ϫⲉ|ϧⲉⲛ|ϯ|ⲟⲩⲛⲟⲩ
ⲉⲧⲟⲩⲛⲁⲫⲟϩ	ⲉⲧ|ⲟⲩ|ⲛⲁ|ⲫⲟϩ
ⲛϫⲉⲛⲁⲓϥⲁⲓ	ⲛϫⲉ|ⲛⲁⲓ|ϥⲁⲓ
ϣⲓⲛⲓ	ϣⲓⲛⲓ
ⲛⲉⲙⲛⲁⲓⲥϧⲁⲓ	ⲛⲉⲙ|ⲛⲁⲓ|ⲥϧⲁⲓ
ⲧⲁϩⲉⲡⲓⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ	ⲧⲁϩⲉ|ⲡⲓ|ⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ
ⲟⲩⲟⲣⲡϥ	ⲟⲩⲟⲣⲡ|ϥ
ⲛⲉⲁⲡⲟⲩⲣⲟ	ⲛⲉ|ⲁ|ⲡ|ⲟⲩⲣⲟ
ⲥⲉⲙⲛⲏⲧⲥ	ⲥⲉⲙⲛⲏⲧ|ⲥ
ⲉⲧⲉϥⲛⲁⲫⲟϩ	ⲉⲧⲉ|ϥ|ⲛⲁ|ⲫⲟϩ
ϧⲉⲛⲧⲥⲏϥⲓ	ϧⲉⲛ|ⲧ|ⲥⲏϥⲓ
ⲉⲧⲁⲩⲫⲟϩ	ⲉⲧ|ⲁ|ⲩ|ⲫⲟϩ
ⲛϫⲉⲛⲓⲥϧⲁⲓ	ⲛϫⲉ|ⲛⲓ|ⲥϧⲁⲓ
ϧⲉⲛϯⲉⲕⲕⲗⲏⲥⲓⲁ	ϧⲉⲛ|ϯ|ⲉⲕⲕⲗⲏⲥⲓⲁ
ϯϩⲉⲃⲇⲟⲙⲁⲥ	ϯ|ϩⲉⲃⲇⲟⲙⲁⲥ
ⲛⲧⲉⲡⲓⲡⲁⲥⲭⲁ	ⲛⲧⲉ|ⲡⲓ|ⲡⲁⲥⲭⲁ
ⲛⲟⲩϫⲁⲓ	ⲛ|ⲟⲩϫⲁⲓ
ϫⲉⲟⲩⲏⲣ	ϫⲉ|ⲟⲩⲏⲣ
ⲡⲓϩⲏⲃⲓ	ⲡⲓ|ϩⲏⲃⲓ
ⲛⲉⲙⲡⲓⲙⲕⲁϩ	ⲛⲉⲙ|ⲡⲓ|ⲙⲕⲁϩ
ⲙⲡⲓⲉϩⲟⲟⲩ	ⲙ|ⲡⲓ|ⲉϩⲟⲟⲩ
ϧⲉⲛⲛⲁⲡⲉⲛⲛⲁϩϯ	ϧⲉⲛ|ⲛⲁ|ⲡⲉⲛ|ⲛⲁϩϯ
ⲉⲧⲉϥⲛⲓϣϯ	ⲉ|ⲧⲉϥ|ⲛⲓϣϯ
ⲙⲡⲁⲣⲟⲩⲥⲓⲁ	ⲙ|ⲡⲁⲣⲟⲩⲥⲓⲁ
ⲉⲩⲉⲣϩⲏⲃⲓ	ⲉ|ⲩ|ⲉⲣϩⲏⲃⲓ
ⲉϫⲉⲛⲡⲟⲩⲙⲁⲛⲉⲥⲱⲟⲩ	ⲉϫⲉⲛ|ⲡⲟⲩ|ⲙⲁⲛⲉⲥⲱⲟⲩ
ⲉⲩⲉⲙⲓ	ⲉ|ⲩ|ⲉⲙⲓ
